method,simnum,subjects,hit,miss,fa,cr,cost,startseed
rw,33,10,323,70,286,12041,356.0,
goni,33,10,213,180,109,12218,289.0,
kenett,33,10,26,367,439,11888,806.0,
fe,33,10,28,365,0,12327,365.0,
rw,33,11,333,60,309,12018,369.0,
goni,33,11,222,171,111,12216,282.0,
kenett,33,11,19,374,446,11881,820.0,
fe,33,11,31,362,0,12327,362.0,
rw,33,12,343,50,329,11998,379.0,
goni,33,12,245,148,128,12199,276.0,
kenett,33,12,21,372,444,11883,816.0,
fe,33,12,34,359,0,12327,359.0,
rw,33,13,351,42,353,11974,395.0,
goni,33,13,256,137,134,12193,271.0,
kenett,33,13,49,344,422,11905,766.0,
fe,33,13,37,356,0,12327,356.0,
rw,33,14,358,35,384,11943,419.0,
goni,33,14,265,128,139,12188,267.0,
kenett,33,14,197,196,277,12050,473.0,
fe,33,14,39,354,0,12327,354.0,
rw,33,15,363,30,411,11916,441.0,
goni,33,15,268,125,137,12190,262.0,
kenett,33,15,201,192,273,12054,465.0,
fe,33,15,41,352,0,12327,352.0,
rw,33,16,367,26,434,11893,460.0,
goni,33,16,280,113,146,12181,259.0,
kenett,33,16,220,173,254,12073,427.0,
fe,33,16,44,349,0,12327,349.0,
rw,33,17,370,23,461,11866,484.0,
goni,33,17,290,103,150,12177,253.0,
kenett,33,17,216,177,258,12069,435.0,
fe,33,17,46,347,0,12327,347.0,
rw,33,18,376,17,483,11844,500.0,
goni,33,18,300,93,163,12164,256.0,
kenett,33,18,225,168,249,12078,417.0,
fe,33,18,48,345,0,12327,345.0,
rw,33,19,378,15,501,11826,516.0,
goni,33,19,317,76,170,12157,246.0,
kenett,33,19,224,169,250,12077,419.0,
fe,33,19,51,342,0,12327,342.0,
rw,33,20,379,14,526,11801,540.0,
goni,33,20,323,70,179,12148,249.0,
kenett,33,20,221,172,253,12074,425.0,
fe,33,20,54,339,0,12327,339.0,
rw,33,21,382,11,551,11776,562.0,
goni,33,21,329,64,194,12133,258.0,
kenett,33,21,228,165,246,12081,411.0,
fe,33,21,57,336,0,12327,336.0,
rw,33,22,383,10,567,11760,577.0,
goni,33,22,334,59,204,12123,263.0,
kenett,33,22,225,168,249,12078,417.0,
fe,33,22,59,334,0,12327,334.0,
rw,33,23,384,9,584,11743,593.0,
goni,33,23,336,57,211,12116,268.0,
kenett,33,23,233,160,241,12086,401.0,
fe,33,23,62,331,0,12327,331.0,
rw,33,24,384,9,601,11726,610.0,
goni,33,24,339,54,215,12112,269.0,
kenett,33,24,238,155,236,12091,391.0,
fe,33,24,65,328,0,12327,328.0,
rw,33,25,386,7,622,11705,629.0,
goni,33,25,347,46,231,12096,277.0,
kenett,33,25,251,142,223,12104,365.0,
fe,33,25,67,326,0,12327,326.0,
rw,33,26,387,6,642,11685,648.0,
goni,33,26,346,47,232,12095,279.0,
kenett,33,26,251,142,223,12104,365.0,
fe,33,26,70,323,0,12327,323.0,
rw,33,27,387,6,668,11659,674.0,
goni,33,27,350,43,237,12090,280.0,
kenett,33,27,243,150,231,12096,381.0,
fe,33,27,73,320,0,12327,320.0,
rw,33,28,387,6,689,11638,695.0,
goni,33,28,357,36,250,12077,286.0,
kenett,33,28,251,142,223,12104,365.0,
fe,33,28,76,317,0,12327,317.0,
rw,33,29,390,3,704,11623,707.0,
goni,33,29,356,37,258,12069,295.0,
kenett,33,29,251,142,223,12104,365.0,
fe,33,29,78,315,0,12327,315.0,
rw,33,30,391,2,726,11601,728.0,
goni,33,30,358,35,275,12052,310.0,
kenett,33,30,254,139,220,12107,359.0,
fe,33,30,80,313,0,12327,313.0,
rw,33,31,391,2,748,11579,750.0,
goni,33,31,362,31,283,12044,314.0,
kenett,33,31,260,133,214,12113,347.0,
fe,33,31,83,310,0,12327,310.0,
rw,33,32,391,2,768,11559,770.0,
goni,33,32,361,32,279,12048,311.0,
kenett,33,32,262,131,212,12115,343.0,
fe,33,32,86,307,0,12327,307.0,
rw,33,33,391,2,783,11544,785.0,
goni,33,33,362,31,287,12040,318.0,
kenett,33,33,268,125,206,12121,331.0,
fe,33,33,89,304,0,12327,304.0,
rw,33,34,392,1,803,11524,804.0,
goni,33,34,363,30,294,12033,324.0,
kenett,33,34,267,126,207,12120,333.0,
fe,33,34,91,302,0,12327,302.0,
rw,33,35,392,1,823,11504,824.0,
goni,33,35,365,28,302,12025,330.0,
kenett,33,35,264,129,210,12117,339.0,
fe,33,35,93,300,0,12327,300.0,
rw,33,36,392,1,846,11481,847.0,
goni,33,36,366,27,311,12016,338.0,
kenett,33,36,262,131,212,12115,343.0,
fe,33,36,94,299,0,12327,299.0,
rw,33,37,393,0,855,11472,855.0,
goni,33,37,369,24,313,12014,337.0,
kenett,33,37,269,124,205,12122,329.0,
fe,33,37,97,296,0,12327,296.0,
rw,33,38,393,0,875,11452,875.0,
goni,33,38,372,21,317,12010,338.0,
kenett,33,38,275,118,199,12128,317.0,
fe,33,38,100,293,0,12327,293.0,
rw,33,39,393,0,892,11435,892.0,
goni,33,39,375,18,322,12005,340.0,
kenett,33,39,275,118,199,12128,317.0,
fe,33,39,102,291,0,12327,291.0,
rw,33,40,393,0,907,11420,907.0,
goni,33,40,377,16,330,11997,346.0,
kenett,33,40,275,118,199,12128,317.0,
fe,33,40,105,288,0,12327,288.0,
rw,33,41,393,0,925,11402,925.0,
goni,33,41,381,12,337,11990,349.0,
kenett,33,41,283,110,191,12136,301.0,
fe,33,41,106,287,0,12327,287.0,
rw,33,42,393,0,942,11385,942.0,
goni,33,42,381,12,350,11977,362.0,
kenett,33,42,274,119,200,12127,319.0,
fe,33,42,107,286,0,12327,286.0,
rw,33,43,393,0,961,11366,961.0,
goni,33,43,382,11,365,11962,376.0,
kenett,33,43,271,122,203,12124,325.0,
fe,33,43,109,284,0,12327,284.0,
rw,33,44,393,0,979,11348,979.0,
goni,33,44,381,12,370,11957,382.0,
kenett,33,44,272,121,202,12125,323.0,
fe,33,44,111,282,0,12327,282.0,
rw,33,45,393,0,991,11336,991.0,
goni,33,45,382,11,379,11948,390.0,
kenett,33,45,273,120,201,12126,321.0,
fe,33,45,112,281,0,12327,281.0,
rw,33,46,393,0,1004,11323,1004.0,
goni,33,46,381,12,397,11930,409.0,
kenett,33,46,275,118,199,12128,317.0,
fe,33,46,114,279,0,12327,279.0,
rw,33,47,393,0,1017,11310,1017.0,
goni,33,47,382,11,395,11932,406.0,
kenett,33,47,278,115,196,12131,311.0,
fe,33,47,117,276,0,12327,276.0,
rw,33,48,393,0,1032,11295,1032.0,
goni,33,48,382,11,401,11926,412.0,
kenett,33,48,276,117,198,12129,315.0,
fe,33,48,119,274,0,12327,274.0,
rw,33,49,393,0,1050,11277,1050.0,
goni,33,49,383,10,407,11920,417.0,
kenett,33,49,273,120,201,12126,321.0,
fe,33,49,121,272,0,12327,272.0,
rw,33,50,393,0,1071,11256,1071.0,
goni,33,50,383,10,406,11921,416.0,
kenett,33,50,273,120,201,12126,321.0,
fe,33,50,122,271,0,12327,271.0,
rw,34,1,62,331,38,12289,369.0,
goni,34,1,8,385,2,12325,387.0,
kenett,34,1,11,382,208,12119,590.0,
fe,34,1,3,390,0,12327,390.0,
rw,34,2,119,274,72,12255,346.0,
goni,34,2,25,368,6,12321,374.0,
kenett,34,2,10,383,332,11995,715.0,
fe,34,2,6,387,0,12327,387.0,
rw,34,3,158,235,107,12220,342.0,
goni,34,3,58,335,15,12312,350.0,
kenett,34,3,10,383,395,11932,778.0,
fe,34,3,9,384,0,12327,384.0,
rw,34,4,194,199,129,12198,328.0,
goni,34,4,90,303,26,12301,329.0,
kenett,34,4,9,384,417,11910,801.0,
fe,34,4,12,381,0,12327,381.0,
rw,34,5,224,169,157,12170,326.0,
goni,34,5,122,271,39,12288,310.0,
kenett,34,5,12,381,432,11895,813.0,
fe,34,5,15,378,0,12327,378.0,
rw,34,6,259,134,190,12137,324.0,
goni,34,6,144,249,46,12281,295.0,
kenett,34,6,18,375,441,11886,816.0,
fe,34,6,18,375,0,12327,375.0,
rw,34,7,277,116,225,12102,341.0,
goni,34,7,166,227,56,12271,283.0,
kenett,34,7,18,375,441,11886,816.0,
fe,34,7,21,372,0,12327,372.0,
rw,34,8,297,96,244,12083,340.0,
goni,34,8,178,215,65,12262,280.0,
kenett,34,8,15,378,453,11874,831.0,
fe,34,8,24,369,0,12327,369.0,
rw,34,9,316,77,269,12058,346.0,
goni,34,9,197,196,84,12243,280.0,
kenett,34,9,21,372,450,11877,822.0,
fe,34,9,26,367,0,12327,367.0,
rw,34,10,328,65,298,12029,363.0,
goni,34,10,220,173,106,12221,279.0,
kenett,34,10,182,211,292,12035,503.0,
fe,34,10,29,364,0,12327,364.0,
rw,34,11,337,56,324,12003,380.0,
goni,34,11,237,156,109,12218,265.0,
kenett,34,11,187,206,287,12040,493.0,
fe,34,11,31,362,0,12327,362.0,
rw,34,12,342,51,347,11980,398.0,
goni,34,12,263,130,122,12205,252.0,
kenett,34,12,200,193,274,12053,467.0,
fe,34,12,33,360,0,12327,360.0,
rw,34,13,346,47,375,11952,422.0,
goni,34,13,275,118,140,12187,258.0,
kenett,34,13,195,198,279,12048,477.0,
fe,34,13,35,358,0,12327,358.0,
rw,34,14,356,37,397,11930,434.0,
goni,34,14,291,102,158,12169,260.0,
kenett,34,14,206,187,268,12059,455.0,
fe,34,14,36,357,0,12327,357.0,
rw,34,15,360,33,417,11910,450.0,
goni,34,15,294,99,171,12156,270.0,
kenett,34,15,210,183,264,12063,447.0,
fe,34,15,39,354,0,12327,354.0,
rw,34,16,365,28,449,11878,477.0,
goni,34,16,307,86,182,12145,268.0,
kenett,34,16,217,176,257,12070,433.0,
fe,34,16,42,351,0,12327,351.0,
rw,34,17,367,26,479,11848,505.0,
goni,34,17,309,84,189,12138,273.0,
kenett,34,17,218,175,256,12071,431.0,
fe,34,17,45,348,0,12327,348.0,
rw,34,18,369,24,508,11819,532.0,
goni,34,18,315,78,199,12128,277.0,
kenett,34,18,225,168,249,12078,417.0,
fe,34,18,46,347,0,12327,347.0,
rw,34,19,373,20,531,11796,551.0,
goni,34,19,320,73,202,12125,275.0,
kenett,34,19,218,175,256,12071,431.0,
fe,34,19,49,344,0,12327,344.0,
rw,34,20,376,17,556,11771,573.0,
goni,34,20,323,70,216,12111,286.0,
kenett,34,20,234,159,240,12087,399.0,
fe,34,20,52,341,0,12327,341.0,
rw,34,21,377,16,580,11747,596.0,
goni,34,21,331,62,223,12104,285.0,
kenett,34,21,233,160,241,12086,401.0,
fe,34,21,55,338,0,12327,338.0,
rw,34,22,379,14,606,11721,620.0,
goni,34,22,333,60,238,12089,298.0,
kenett,34,22,238,155,236,12091,391.0,
fe,34,22,57,336,0,12327,336.0,
rw,34,23,379,14,629,11698,643.0,
goni,34,23,332,61,245,12082,306.0,
kenett,34,23,243,150,231,12096,381.0,
fe,34,23,59,334,0,12327,334.0,
rw,34,24,380,13,646,11681,659.0,
goni,34,24,335,58,259,12068,317.0,
kenett,34,24,241,152,233,12094,385.0,
fe,34,24,62,331,0,12327,331.0,
rw,34,25,383,10,666,11661,676.0,
goni,34,25,340,53,261,12066,314.0,
kenett,34,25,242,151,232,12095,383.0,
fe,34,25,64,329,0,12327,329.0,
rw,34,26,385,8,689,11638,697.0,
goni,34,26,340,53,270,12057,323.0,
kenett,34,26,242,151,232,12095,383.0,
fe,34,26,66,327,0,12327,327.0,
rw,34,27,385,8,709,11618,717.0,
goni,34,27,345,48,270,12057,318.0,
kenett,34,27,244,149,230,12097,379.0,
fe,34,27,69,324,0,12327,324.0,
rw,34,28,386,7,724,11603,731.0,
goni,34,28,346,47,281,12046,328.0,
kenett,34,28,254,139,220,12107,359.0,
fe,34,28,72,321,0,12327,321.0,
rw,34,29,387,6,742,11585,748.0,
goni,34,29,348,45,291,12036,336.0,
kenett,34,29,250,143,224,12103,367.0,
fe,34,29,73,320,0,12327,320.0,
rw,34,30,389,4,764,11563,768.0,
goni,34,30,352,41,300,12027,341.0,
kenett,34,30,246,147,228,12099,375.0,
fe,34,30,76,317,0,12327,317.0,
rw,34,31,389,4,785,11542,789.0,
goni,34,31,354,39,308,12019,347.0,
kenett,34,31,249,144,225,12102,369.0,
fe,34,31,78,315,0,12327,315.0,
rw,34,32,389,4,806,11521,810.0,
goni,34,32,360,33,315,12012,348.0,
kenett,34,32,258,135,216,12111,351.0,
fe,34,32,80,313,0,12327,313.0,
rw,34,33,389,4,818,11509,822.0,
goni,34,33,361,32,317,12010,349.0,
kenett,34,33,260,133,214,12113,347.0,
fe,34,33,83,310,0,12327,310.0,
rw,34,34,389,4,838,11489,842.0,
goni,34,34,363,30,324,12003,354.0,
kenett,34,34,258,135,216,12111,351.0,
fe,34,34,86,307,0,12327,307.0,
rw,34,35,390,3,856,11471,859.0,
goni,34,35,366,27,342,11985,369.0,
kenett,34,35,266,127,208,12119,335.0,
fe,34,35,89,304,0,12327,304.0,
rw,34,36,390,3,871,11456,874.0,
goni,34,36,368,25,345,11982,370.0,
kenett,34,36,268,125,206,12121,331.0,
fe,34,36,90,303,0,12327,303.0,
rw,34,37,391,2,892,11435,894.0,
goni,34,37,366,27,350,11977,377.0,
kenett,34,37,264,129,210,12117,339.0,
fe,34,37,92,301,0,12327,301.0,
rw,34,38,392,1,906,11421,907.0,
goni,34,38,367,26,369,11958,395.0,
kenett,34,38,268,125,206,12121,331.0,
fe,34,38,94,299,0,12327,299.0,
rw,34,39,392,1,920,11407,921.0,
goni,34,39,369,24,365,11962,389.0,
kenett,34,39,271,122,203,12124,325.0,
fe,34,39,94,299,0,12327,299.0,
rw,34,40,392,1,939,11388,940.0,
goni,34,40,367,26,371,11956,397.0,
kenett,34,40,268,125,206,12121,331.0,
fe,34,40,97,296,0,12327,296.0,
rw,34,41,392,1,954,11373,955.0,
goni,34,41,367,26,377,11950,403.0,
kenett,34,41,265,128,209,12118,337.0,
fe,34,41,100,293,0,12327,293.0,
rw,34,42,392,1,975,11352,976.0,
goni,34,42,370,23,385,11942,408.0,
kenett,34,42,265,128,209,12118,337.0,
fe,34,42,102,291,0,12327,291.0,
rw,34,43,392,1,986,11341,987.0,
goni,34,43,374,19,391,11936,410.0,
kenett,34,43,261,132,213,12114,345.0,
fe,34,43,103,290,0,12327,290.0,
rw,34,44,392,1,1007,11320,1008.0,
goni,34,44,373,20,390,11937,410.0,
kenett,34,44,262,131,212,12115,343.0,
fe,34,44,106,287,0,12327,287.0,
rw,34,45,392,1,1021,11306,1022.0,
goni,34,45,371,22,404,11923,426.0,
kenett,34,45,267,126,207,12120,333.0,
fe,34,45,108,285,0,12327,285.0,
rw,34,46,392,1,1039,11288,1040.0,
goni,34,46,373,20,409,11918,429.0,
kenett,34,46,267,126,207,12120,333.0,
fe,34,46,109,284,0,12327,284.0,
rw,34,47,392,1,1058,11269,1059.0,
goni,34,47,375,18,417,11910,435.0,
kenett,34,47,266,127,208,12119,335.0,
fe,34,47,112,281,0,12327,281.0,
rw,34,48,393,0,1070,11257,1070.0,
goni,34,48,377,16,422,11905,438.0,
kenett,34,48,267,126,207,12120,333.0,
fe,34,48,114,279,0,12327,279.0,
rw,34,49,393,0,1082,11245,1082.0,
goni,34,49,378,15,431,11896,446.0,
kenett,34,49,270,123,204,12123,327.0,
fe,34,49,116,277,0,12327,277.0,
rw,34,50,393,0,1098,11229,1098.0,
goni,34,50,378,15,428,11899,443.0,
kenett,34,50,267,126,207,12120,333.0,
fe,34,50,119,274,0,12327,274.0,
rw,35,1,67,326,32,12295,358.0,
goni,35,1,3,390,2,12325,392.0,
kenett,35,1,9,384,237,12090,621.0,
fe,35,1,3,390,0,12327,390.0,
rw,35,2,123,270,61,12266,331.0,
goni,35,2,32,361,6,12321,367.0,
kenett,35,2,14,379,340,11987,719.0,
fe,35,2,6,387,0,12327,387.0,
rw,35,3,171,222,84,12243,306.0,
goni,35,3,62,331,19,12308,350.0,
kenett,35,3,20,373,358,11969,731.0,
fe,35,3,9,384,0,12327,384.0,
rw,35,4,208,185,114,12213,299.0,
goni,35,4,97,296,29,12298,325.0,
kenett,35,4,21,372,408,11919,780.0,
fe,35,4,12,381,0,12327,381.0,
rw,35,5,254,139,137,12190,276.0,
goni,35,5,126,267,39,12288,306.0,
kenett,35,5,21,372,426,11901,798.0,
fe,35,5,15,378,0,12327,378.0,
rw,35,6,281,112,163,12164,275.0,
goni,35,6,152,241,50,12277,291.0,
kenett,35,6,20,373,430,11897,803.0,
fe,35,6,18,375,0,12327,375.0,
rw,35,7,300,93,193,12134,286.0,
goni,35,7,181,212,65,12262,277.0,
kenett,35,7,20,373,436,11891,809.0,
fe,35,7,21,372,0,12327,372.0,
rw,35,8,310,83,221,12106,304.0,
goni,35,8,204,189,77,12250,266.0,
kenett,35,8,17,376,442,11885,818.0,
fe,35,8,24,369,0,12327,369.0,
rw,35,9,324,69,250,12077,319.0,
goni,35,9,214,179,91,12236,270.0,
kenett,35,9,15,378,447,11880,825.0,
fe,35,9,27,366,0,12327,366.0,
rw,35,10,339,54,272,12055,326.0,
goni,35,10,238,155,99,12228,254.0,
kenett,35,10,23,370,445,11882,815.0,
fe,35,10,29,364,0,12327,364.0,
rw,35,11,348,45,297,12030,342.0,
goni,35,11,252,141,104,12223,245.0,
kenett,35,11,32,361,436,11891,797.0,
fe,35,11,32,361,0,12327,361.0,
rw,35,12,352,41,322,12005,363.0,
goni,35,12,260,133,126,12201,259.0,
kenett,35,12,20,373,448,11879,821.0,
fe,35,12,35,358,0,12327,358.0,
rw,35,13,358,35,346,11981,381.0,
goni,35,13,265,128,136,12191,264.0,
kenett,35,13,24,369,444,11883,813.0,
fe,35,13,38,355,0,12327,355.0,
rw,35,14,363,30,378,11949,408.0,
goni,35,14,275,118,142,12185,260.0,
kenett,35,14,23,370,448,11879,818.0,
fe,35,14,41,352,0,12327,352.0,
rw,35,15,369,24,404,11923,428.0,
goni,35,15,287,106,145,12182,251.0,
kenett,35,15,25,368,446,11881,814.0,
fe,35,15,44,349,0,12327,349.0,
rw,35,16,371,22,426,11901,448.0,
goni,35,16,297,96,148,12179,244.0,
kenett,35,16,30,363,441,11886,804.0,
fe,35,16,46,347,0,12327,347.0,
rw,35,17,375,18,453,11874,471.0,
goni,35,17,303,90,160,12167,250.0,
kenett,35,17,193,200,281,12046,481.0,
fe,35,17,48,345,0,12327,345.0,
rw,35,18,378,15,475,11852,490.0,
goni,35,18,310,83,173,12154,256.0,
kenett,35,18,202,191,272,12055,463.0,
fe,35,18,51,342,0,12327,342.0,
rw,35,19,381,12,495,11832,507.0,
goni,35,19,314,79,183,12144,262.0,
kenett,35,19,210,183,264,12063,447.0,
fe,35,19,54,339,0,12327,339.0,
rw,35,20,384,9,517,11810,526.0,
goni,35,20,324,69,188,12139,257.0,
kenett,35,20,207,186,267,12060,453.0,
fe,35,20,57,336,0,12327,336.0,
rw,35,21,384,9,541,11786,550.0,
goni,35,21,330,63,204,12123,267.0,
kenett,35,21,225,168,249,12078,417.0,
fe,35,21,58,335,0,12327,335.0,
rw,35,22,386,7,571,11756,578.0,
goni,35,22,335,58,205,12122,263.0,
kenett,35,22,224,169,250,12077,419.0,
fe,35,22,61,332,0,12327,332.0,
rw,35,23,386,7,589,11738,596.0,
goni,35,23,340,53,215,12112,268.0,
kenett,35,23,225,168,249,12078,417.0,
fe,35,23,63,330,0,12327,330.0,
rw,35,24,387,6,601,11726,607.0,
goni,35,24,350,43,222,12105,265.0,
kenett,35,24,227,166,247,12080,413.0,
fe,35,24,66,327,0,12327,327.0,
rw,35,25,388,5,631,11696,636.0,
goni,35,25,344,49,229,12098,278.0,
kenett,35,25,229,164,245,12082,409.0,
fe,35,25,69,324,0,12327,324.0,
rw,35,26,388,5,648,11679,653.0,
goni,35,26,352,41,236,12091,277.0,
kenett,35,26,235,158,239,12088,397.0,
fe,35,26,71,322,0,12327,322.0,
rw,35,27,388,5,670,11657,675.0,
goni,35,27,356,37,244,12083,281.0,
kenett,35,27,241,152,233,12094,385.0,
fe,35,27,74,319,0,12327,319.0,
rw,35,28,388,5,684,11643,689.0,
goni,35,28,358,35,256,12071,291.0,
kenett,35,28,230,163,244,12083,407.0,
fe,35,28,77,316,0,12327,316.0,
rw,35,29,388,5,704,11623,709.0,
goni,35,29,365,28,268,12059,296.0,
kenett,35,29,228,165,246,12081,411.0,
fe,35,29,78,315,0,12327,315.0,
rw,35,30,390,3,727,11600,730.0,
goni,35,30,369,24,272,12055,296.0,
kenett,35,30,247,146,227,12100,373.0,
fe,35,30,81,312,0,12327,312.0,
rw,35,31,390,3,747,11580,750.0,
goni,35,31,368,25,281,12046,306.0,
kenett,35,31,252,141,222,12105,363.0,
fe,35,31,84,309,0,12327,309.0,
rw,35,32,390,3,767,11560,770.0,
goni,35,32,368,25,296,12031,321.0,
kenett,35,32,247,146,227,12100,373.0,
fe,35,32,86,307,0,12327,307.0,
rw,35,33,391,2,784,11543,786.0,
goni,35,33,369,24,302,12025,326.0,
kenett,35,33,255,138,219,12108,357.0,
fe,35,33,88,305,0,12327,305.0,
rw,35,34,391,2,799,11528,801.0,
goni,35,34,372,21,301,12026,322.0,
kenett,35,34,260,133,214,12113,347.0,
fe,35,34,90,303,0,12327,303.0,
rw,35,35,392,1,812,11515,813.0,
goni,35,35,372,21,308,12019,329.0,
kenett,35,35,267,126,207,12120,333.0,
fe,35,35,91,302,0,12327,302.0,
rw,35,36,392,1,834,11493,835.0,
goni,35,36,372,21,308,12019,329.0,
kenett,35,36,267,126,207,12120,333.0,
fe,35,36,93,300,0,12327,300.0,
rw,35,37,392,1,854,11473,855.0,
goni,35,37,374,19,315,12012,334.0,
kenett,35,37,259,134,215,12112,349.0,
fe,35,37,95,298,0,12327,298.0,
rw,35,38,392,1,871,11456,872.0,
goni,35,38,376,17,328,11999,345.0,
kenett,35,38,263,130,211,12116,341.0,
fe,35,38,98,295,0,12327,295.0,
rw,35,39,392,1,890,11437,891.0,
goni,35,39,377,16,334,11993,350.0,
kenett,35,39,270,123,204,12123,327.0,
fe,35,39,100,293,0,12327,293.0,
rw,35,40,392,1,908,11419,909.0,
goni,35,40,377,16,339,11988,355.0,
kenett,35,40,265,128,209,12118,337.0,
fe,35,40,100,293,0,12327,293.0,
rw,35,41,392,1,926,11401,927.0,
goni,35,41,377,16,349,11978,365.0,
kenett,35,41,264,129,210,12117,339.0,
fe,35,41,100,293,0,12327,293.0,
rw,35,42,392,1,947,11380,948.0,
goni,35,42,377,16,354,11973,370.0,
kenett,35,42,266,127,208,12119,335.0,
fe,35,42,102,291,0,12327,291.0,
rw,35,43,392,1,968,11359,969.0,
goni,35,43,377,16,357,11970,373.0,
kenett,35,43,276,117,198,12129,315.0,
fe,35,43,103,290,0,12327,290.0,
rw,35,44,393,0,991,11336,991.0,
goni,35,44,377,16,363,11964,379.0,
kenett,35,44,274,119,200,12127,319.0,
fe,35,44,106,287,0,12327,287.0,
rw,35,45,393,0,1004,11323,1004.0,
goni,35,45,377,16,373,11954,389.0,
kenett,35,45,264,129,210,12117,339.0,
fe,35,45,108,285,0,12327,285.0,
rw,35,46,393,0,1012,11315,1012.0,
goni,35,46,377,16,377,11950,393.0,
kenett,35,46,266,127,208,12119,335.0,
fe,35,46,111,282,0,12327,282.0,
rw,35,47,393,0,1033,11294,1033.0,
goni,35,47,377,16,381,11946,397.0,
kenett,35,47,269,124,205,12122,329.0,
fe,35,47,114,279,0,12327,279.0,
rw,35,48,393,0,1050,11277,1050.0,
goni,35,48,377,16,385,11942,401.0,
kenett,35,48,268,125,206,12121,331.0,
fe,35,48,115,278,0,12327,278.0,
rw,35,49,393,0,1069,11258,1069.0,
goni,35,49,378,15,389,11938,404.0,
kenett,35,49,275,118,199,12128,317.0,
fe,35,49,116,277,0,12327,277.0,
rw,35,50,393,0,1080,11247,1080.0,
goni,35,50,378,15,392,11935,407.0,
kenett,35,50,268,125,206,12121,331.0,
fe,35,50,119,274,0,12327,274.0,
rw,36,1,56,337,43,12284,380.0,
goni,36,1,4,389,3,12324,392.0,
kenett,36,1,5,388,214,12113,602.0,
fe,36,1,3,390,0,12327,390.0,
rw,36,2,116,277,76,12251,353.0,
goni,36,2,20,373,8,12319,381.0,
kenett,36,2,11,382,355,11972,737.0,
fe,36,2,6,387,0,12327,387.0,
rw,36,3,160,233,111,12216,344.0,
goni,36,3,50,343,19,12308,362.0,
kenett,36,3,13,380,389,11938,769.0,
fe,36,3,9,384,0,12327,384.0,
rw,36,4,195,198,141,12186,339.0,
goni,36,4,91,302,36,12291,338.0,
kenett,36,4,17,376,394,11933,770.0,
fe,36,4,12,381,0,12327,381.0,
rw,36,5,228,165,168,12159,333.0,
goni,36,5,123,270,47,12280,317.0,
kenett,36,5,13,380,413,11914,793.0,
fe,36,5,15,378,0,12327,378.0,
rw,36,6,257,136,192,12135,328.0,
goni,36,6,146,247,55,12272,302.0,
kenett,36,6,17,376,424,11903,800.0,
fe,36,6,18,375,0,12327,375.0,
rw,36,7,279,114,219,12108,333.0,
goni,36,7,169,224,65,12262,289.0,
kenett,36,7,23,370,430,11897,800.0,
fe,36,7,21,372,0,12327,372.0,
rw,36,8,290,103,246,12081,349.0,
goni,36,8,186,207,72,12255,279.0,
kenett,36,8,17,376,442,11885,818.0,
fe,36,8,24,369,0,12327,369.0,
rw,36,9,300,93,279,12048,372.0,
goni,36,9,207,186,85,12242,271.0,
kenett,36,9,15,378,444,11883,822.0,
fe,36,9,25,368,0,12327,368.0,
rw,36,10,317,76,313,12014,389.0,
goni,36,10,218,175,102,12225,277.0,
kenett,36,10,22,371,443,11884,814.0,
fe,36,10,28,365,0,12327,365.0,
rw,36,11,327,66,342,11985,408.0,
goni,36,11,234,159,104,12223,263.0,
kenett,36,11,20,373,445,11882,818.0,
fe,36,11,31,362,0,12327,362.0,
rw,36,12,337,56,372,11955,428.0,
goni,36,12,247,146,121,12206,267.0,
kenett,36,12,29,364,439,11888,803.0,
fe,36,12,34,359,0,12327,359.0,
rw,36,13,349,44,394,11933,438.0,
goni,36,13,267,126,137,12190,263.0,
kenett,36,13,24,369,444,11883,813.0,
fe,36,13,37,356,0,12327,356.0,
rw,36,14,355,38,419,11908,457.0,
goni,36,14,276,117,149,12178,266.0,
kenett,36,14,27,366,444,11883,810.0,
fe,36,14,39,354,0,12327,354.0,
rw,36,15,362,31,442,11885,473.0,
goni,36,15,287,106,151,12176,257.0,
kenett,36,15,190,203,284,12043,487.0,
fe,36,15,42,351,0,12327,351.0,
rw,36,16,367,26,464,11863,490.0,
goni,36,16,292,101,165,12162,266.0,
kenett,36,16,204,189,270,12057,459.0,
fe,36,16,45,348,0,12327,348.0,
rw,36,17,370,23,492,11835,515.0,
goni,36,17,299,94,173,12154,267.0,
kenett,36,17,204,189,270,12057,459.0,
fe,36,17,47,346,0,12327,346.0,
rw,36,18,375,18,510,11817,528.0,
goni,36,18,311,82,175,12152,257.0,
kenett,36,18,212,181,262,12065,443.0,
fe,36,18,49,344,0,12327,344.0,
rw,36,19,376,17,538,11789,555.0,
goni,36,19,312,81,192,12135,273.0,
kenett,36,19,214,179,260,12067,439.0,
fe,36,19,51,342,0,12327,342.0,
rw,36,20,377,16,559,11768,575.0,
goni,36,20,314,79,196,12131,275.0,
kenett,36,20,219,174,255,12072,429.0,
fe,36,20,54,339,0,12327,339.0,
rw,36,21,380,13,577,11750,590.0,
goni,36,21,322,71,212,12115,283.0,
kenett,36,21,228,165,246,12081,411.0,
fe,36,21,56,337,0,12327,337.0,
rw,36,22,382,11,598,11729,609.0,
goni,36,22,331,62,224,12103,286.0,
kenett,36,22,233,160,241,12086,401.0,
fe,36,22,58,335,0,12327,335.0,
rw,36,23,383,10,625,11702,635.0,
goni,36,23,337,56,225,12102,281.0,
kenett,36,23,228,165,246,12081,411.0,
