method,simnum,subjects,hit,miss,fa,cr,cost,startseed
goni,30,47,373,20,378,11949,398,
kenett,30,47,270,123,204,12123,327,
fe,30,47,116,277,0,12327,277,
rw,30,48,392,1,1101,11226,1102,
goni,30,48,373,20,380,11947,400,
kenett,30,48,268,125,206,12121,331,
fe,30,48,119,274,0,12327,274,
rw,30,49,392,1,1123,11204,1124,
goni,30,49,374,19,384,11943,403,
kenett,30,49,266,127,208,12119,335,
fe,30,49,120,273,0,12327,273,
rw,30,50,392,1,1141,11186,1142,
goni,30,50,378,15,391,11936,406,
kenett,30,50,269,124,205,12122,329,
fe,30,50,121,272,0,12327,272,
rw,31,1,61,332,40,12287,372,
goni,31,1,2,391,0,12327,391,
kenett,31,1,14,379,262,12065,641,
fe,31,1,3,390,0,12327,390,
rw,31,2,119,274,66,12261,340,
goni,31,2,25,368,4,12323,372,
kenett,31,2,16,377,353,11974,730,
fe,31,2,6,387,0,12327,387,
rw,31,3,161,232,100,12227,332,
goni,31,3,55,338,15,12312,353,
kenett,31,3,18,375,381,11946,756,
fe,31,3,9,384,0,12327,384,
rw,31,4,192,201,130,12197,331,
goni,31,4,88,305,19,12308,324,
kenett,31,4,18,375,408,11919,783,
fe,31,4,12,381,0,12327,381,
rw,31,5,221,172,155,12172,327,
goni,31,5,114,279,22,12305,301,
kenett,31,5,14,379,427,11900,806,
fe,31,5,15,378,0,12327,378,
rw,31,6,238,155,177,12150,332,
goni,31,6,135,258,34,12293,292,
kenett,31,6,23,370,436,11891,806,
fe,31,6,18,375,0,12327,375,
rw,31,7,262,131,206,12121,337,
goni,31,7,158,235,46,12281,281,
kenett,31,7,17,376,448,11879,824,
fe,31,7,21,372,0,12327,372,
rw,31,8,278,115,235,12092,350,
goni,31,8,178,215,55,12272,270,
kenett,31,8,20,373,445,11882,818,
fe,31,8,24,369,0,12327,369,
rw,31,9,296,97,261,12066,358,
goni,31,9,199,194,78,12249,272,
kenett,31,9,39,354,432,11895,786,
fe,31,9,27,366,0,12327,366,
rw,31,10,313,80,298,12029,378,
goni,31,10,214,179,90,12237,269,
kenett,31,10,177,216,297,12030,513,
fe,31,10,30,363,0,12327,363,
rw,31,11,324,69,321,12006,390,
goni,31,11,232,161,106,12221,267,
kenett,31,11,189,204,285,12042,489,
fe,31,11,33,360,0,12327,360,
rw,31,12,334,59,341,11986,400,
goni,31,12,248,145,117,12210,262,
kenett,31,12,187,206,287,12040,493,
fe,31,12,36,357,0,12327,357,
rw,31,13,344,49,367,11960,416,
goni,31,13,267,126,129,12198,255,
kenett,31,13,198,195,276,12051,471,
fe,31,13,39,354,0,12327,354,
rw,31,14,352,41,396,11931,437,
goni,31,14,285,108,137,12190,245,
kenett,31,14,204,189,270,12057,459,
fe,31,14,42,351,0,12327,351,
rw,31,15,358,35,422,11905,457,
goni,31,15,288,105,147,12180,252,
kenett,31,15,206,187,268,12059,455,
fe,31,15,44,349,0,12327,349,
rw,31,16,363,30,443,11884,473,
goni,31,16,301,92,153,12174,245,
kenett,31,16,212,181,262,12065,443,
fe,31,16,47,346,0,12327,346,
rw,31,17,368,25,465,11862,490,
goni,31,17,303,90,165,12162,255,
kenett,31,17,227,166,247,12080,413,
fe,31,17,50,343,0,12327,343,
rw,31,18,371,22,488,11839,510,
goni,31,18,307,86,171,12156,257,
kenett,31,18,225,168,249,12078,417,
fe,31,18,53,340,0,12327,340,
rw,31,19,375,18,508,11819,526,
goni,31,19,312,81,181,12146,262,
kenett,31,19,223,170,251,12076,421,
fe,31,19,56,337,0,12327,337,
rw,31,20,376,17,536,11791,553,
goni,31,20,321,72,194,12133,266,
kenett,31,20,233,160,241,12086,401,
fe,31,20,59,334,0,12327,334,
rw,31,21,380,13,560,11767,573,
goni,31,21,323,70,201,12126,271,
kenett,31,21,230,163,244,12083,407,
fe,31,21,60,333,0,12327,333,
rw,31,22,381,12,592,11735,604,
goni,31,22,331,62,208,12119,270,
kenett,31,22,238,155,236,12091,391,
fe,31,22,63,330,0,12327,330,
rw,31,23,382,11,615,11712,626,
goni,31,23,331,62,215,12112,277,
kenett,31,23,237,156,237,12090,393,
fe,31,23,66,327,0,12327,327,
rw,31,24,382,11,645,11682,656,
goni,31,24,339,54,221,12106,275,
kenett,31,24,243,150,231,12096,381,
fe,31,24,69,324,0,12327,324,
rw,31,25,383,10,660,11667,670,
goni,31,25,348,45,231,12096,276,
kenett,31,25,243,150,231,12096,381,
fe,31,25,72,321,0,12327,321,
rw,31,26,383,10,681,11646,691,
goni,31,26,350,43,232,12095,275,
kenett,31,26,239,154,235,12092,389,
fe,31,26,75,318,0,12327,318,
rw,31,27,383,10,710,11617,720,
goni,31,27,351,42,244,12083,286,
kenett,31,27,247,146,227,12100,373,
fe,31,27,78,315,0,12327,315,
rw,31,28,383,10,739,11588,749,
goni,31,28,352,41,256,12071,297,
kenett,31,28,254,139,220,12107,359,
fe,31,28,80,313,0,12327,313,
rw,31,29,385,8,758,11569,766,
goni,31,29,356,37,263,12064,300,
kenett,31,29,251,142,223,12104,365,
fe,31,29,83,310,0,12327,310,
rw,31,30,385,8,779,11548,787,
goni,31,30,361,32,276,12051,308,
kenett,31,30,249,144,225,12102,369,
fe,31,30,85,308,0,12327,308,
rw,31,31,386,7,797,11530,804,
goni,31,31,361,32,280,12047,312,
kenett,31,31,252,141,222,12105,363,
fe,31,31,87,306,0,12327,306,
rw,31,32,386,7,807,11520,814,
goni,31,32,364,29,279,12048,308,
kenett,31,32,256,137,218,12109,355,
fe,31,32,90,303,0,12327,303,
rw,31,33,386,7,830,11497,837,
goni,31,33,367,26,292,12035,318,
kenett,31,33,252,141,222,12105,363,
fe,31,33,90,303,0,12327,303,
rw,31,34,386,7,853,11474,860,
goni,31,34,368,25,289,12038,314,
kenett,31,34,263,130,211,12116,341,
fe,31,34,93,300,0,12327,300,
rw,31,35,387,6,871,11456,877,
goni,31,35,367,26,291,12036,317,
kenett,31,35,263,130,211,12116,341,
fe,31,35,95,298,0,12327,298,
rw,31,36,388,5,891,11436,896,
goni,31,36,370,23,302,12025,325,
kenett,31,36,260,133,214,12113,347,
fe,31,36,98,295,0,12327,295,
rw,31,37,388,5,917,11410,922,
goni,31,37,370,23,310,12017,333,
kenett,31,37,250,143,224,12103,367,
fe,31,37,101,292,0,12327,292,
rw,31,38,388,5,933,11394,938,
goni,31,38,371,22,324,12003,346,
kenett,31,38,261,132,213,12114,345,
fe,31,38,102,291,0,12327,291,
rw,31,39,388,5,947,11380,952,
goni,31,39,370,23,326,12001,349,
kenett,31,39,260,133,214,12113,347,
fe,31,39,105,288,0,12327,288,
rw,31,40,389,4,963,11364,967,
goni,31,40,372,21,335,11992,356,
kenett,31,40,266,127,208,12119,335,
fe,31,40,107,286,0,12327,286,
rw,31,41,389,4,979,11348,983,
goni,31,41,371,22,344,11983,366,
kenett,31,41,270,123,204,12123,327,
fe,31,41,110,283,0,12327,283,
rw,31,42,391,2,999,11328,1001,
goni,31,42,377,16,346,11981,362,
kenett,31,42,265,128,209,12118,337,
fe,31,42,111,282,0,12327,282,
rw,31,43,391,2,1016,11311,1018,
goni,31,43,379,14,343,11984,357,
kenett,31,43,265,128,209,12118,337,
fe,31,43,114,279,0,12327,279,
rw,31,44,391,2,1028,11299,1030,
goni,31,44,379,14,348,11979,362,
kenett,31,44,259,134,215,12112,349,
fe,31,44,116,277,0,12327,277,
rw,31,45,391,2,1047,11280,1049,
goni,31,45,380,13,358,11969,371,
kenett,31,45,263,130,211,12116,341,
fe,31,45,119,274,0,12327,274,
rw,31,46,391,2,1061,11266,1063,
goni,31,46,380,13,366,11961,379,
kenett,31,46,261,132,213,12114,345,
fe,31,46,122,271,0,12327,271,
rw,31,47,391,2,1075,11252,1077,
goni,31,47,381,12,374,11953,386,
kenett,31,47,266,127,208,12119,335,
fe,31,47,123,270,0,12327,270,
rw,31,48,392,1,1095,11232,1096,
goni,31,48,381,12,389,11938,401,
kenett,31,48,263,130,211,12116,341,
fe,31,48,125,268,0,12327,268,
rw,31,49,392,1,1114,11213,1115,
goni,31,49,383,10,389,11938,399,
kenett,31,49,265,128,209,12118,337,
fe,31,49,126,267,0,12327,267,
rw,31,50,392,1,1135,11192,1136,
goni,31,50,383,10,406,11921,416,
kenett,31,50,266,127,208,12119,335,
fe,31,50,128,265,0,12327,265,
rw,32,1,68,325,30,12297,355,
goni,32,1,6,387,0,12327,387,
kenett,32,1,20,373,217,12110,590,
fe,32,1,3,390,0,12327,390,
rw,32,2,130,263,51,12276,314,
goni,32,2,31,362,5,12322,367,
kenett,32,2,16,377,323,12004,700,
fe,32,2,6,387,0,12327,387,
rw,32,3,182,211,78,12249,289,
goni,32,3,60,333,17,12310,350,
kenett,32,3,19,374,389,11938,763,
fe,32,3,9,384,0,12327,384,
rw,32,4,212,181,108,12219,289,
goni,32,4,87,306,26,12301,332,
kenett,32,4,17,376,406,11921,782,
fe,32,4,12,381,0,12327,381,
rw,32,5,246,147,139,12188,286,
goni,32,5,117,276,44,12283,320,
kenett,32,5,19,374,434,11893,808,
fe,32,5,15,378,0,12327,378,
rw,32,6,273,120,160,12167,280,
goni,32,6,153,240,49,12278,289,
kenett,32,6,15,378,447,11880,825,
fe,32,6,18,375,0,12327,375,
rw,32,7,292,101,190,12137,291,
goni,32,7,178,215,58,12269,273,
kenett,32,7,21,372,447,11880,819,
fe,32,7,21,372,0,12327,372,
rw,32,8,310,83,220,12107,303,
goni,32,8,188,205,76,12251,281,
kenett,32,8,21,372,450,11877,822,
fe,32,8,23,370,0,12327,370,
rw,32,9,328,65,246,12081,311,
goni,32,9,215,178,94,12233,272,
kenett,32,9,159,234,315,12012,549,
fe,32,9,25,368,0,12327,368,
rw,32,10,338,55,271,12056,326,
goni,32,10,234,159,112,12215,271,
kenett,32,10,176,217,298,12029,515,
fe,32,10,28,365,0,12327,365,
rw,32,11,347,46,299,12028,345,
goni,32,11,246,147,129,12198,276,
kenett,32,11,179,214,295,12032,509,
fe,32,11,30,363,0,12327,363,
rw,32,12,356,37,322,12005,359,
goni,32,12,268,125,145,12182,270,
kenett,32,12,186,207,288,12039,495,
fe,32,12,33,360,0,12327,360,
rw,32,13,360,33,341,11986,374,
goni,32,13,277,116,151,12176,267,
kenett,32,13,193,200,281,12046,481,
fe,32,13,36,357,0,12327,357,
rw,32,14,362,31,365,11962,396,
goni,32,14,288,105,165,12162,270,
kenett,32,14,200,193,274,12053,467,
fe,32,14,38,355,0,12327,355,
rw,32,15,367,26,387,11940,413,
goni,32,15,294,99,164,12163,263,
kenett,32,15,202,191,272,12055,463,
fe,32,15,40,353,0,12327,353,
rw,32,16,371,22,416,11911,438,
goni,32,16,297,96,177,12150,273,
kenett,32,16,205,188,269,12058,457,
fe,32,16,42,351,0,12327,351,
rw,32,17,373,20,445,11882,465,
goni,32,17,299,94,191,12136,285,
kenett,32,17,216,177,258,12069,435,
fe,32,17,45,348,0,12327,348,
rw,32,18,377,16,467,11860,483,
goni,32,18,311,82,197,12130,279,
kenett,32,18,215,178,259,12068,437,
fe,32,18,48,345,0,12327,345,
rw,32,19,378,15,487,11840,502,
goni,32,19,317,76,203,12124,279,
kenett,32,19,217,176,257,12070,433,
fe,32,19,51,342,0,12327,342,
rw,32,20,381,12,511,11816,523,
goni,32,20,319,74,214,12113,288,
kenett,32,20,224,169,250,12077,419,
fe,32,20,53,340,0,12327,340,
rw,32,21,382,11,525,11802,536,
goni,32,21,321,72,225,12102,297,
kenett,32,21,223,170,251,12076,421,
fe,32,21,56,337,0,12327,337,
rw,32,22,383,10,545,11782,555,
goni,32,22,328,65,227,12100,292,
kenett,32,22,232,161,242,12085,403,
fe,32,22,59,334,0,12327,334,
rw,32,23,384,9,568,11759,577,
goni,32,23,337,56,232,12095,288,
kenett,32,23,232,161,242,12085,403,
fe,32,23,61,332,0,12327,332,
rw,32,24,386,7,586,11741,593,
goni,32,24,345,48,244,12083,292,
kenett,32,24,239,154,235,12092,389,
fe,32,24,64,329,0,12327,329,
rw,32,25,388,5,606,11721,611,
goni,32,25,343,50,255,12072,305,
kenett,32,25,255,138,219,12108,357,
fe,32,25,66,327,0,12327,327,
rw,32,26,388,5,625,11702,630,
goni,32,26,349,44,256,12071,300,
kenett,32,26,258,135,216,12111,351,
fe,32,26,69,324,0,12327,324,
rw,32,27,389,4,646,11681,650,
goni,32,27,348,45,271,12056,316,
kenett,32,27,257,136,217,12110,353,
fe,32,27,72,321,0,12327,321,
rw,32,28,390,3,663,11664,666,
goni,32,28,349,44,269,12058,313,
kenett,32,28,251,142,223,12104,365,
fe,32,28,75,318,0,12327,318,
rw,32,29,390,3,690,11637,693,
goni,32,29,353,40,286,12041,326,
kenett,32,29,250,143,224,12103,367,
fe,32,29,77,316,0,12327,316,
rw,32,30,390,3,705,11622,708,
goni,32,30,357,36,284,12043,320,
kenett,32,30,254,139,220,12107,359,
fe,32,30,80,313,0,12327,313,
rw,32,31,391,2,723,11604,725,
goni,32,31,359,34,299,12028,333,
kenett,32,31,260,133,214,12113,347,
fe,32,31,83,310,0,12327,310,
rw,32,32,391,2,748,11579,750,
goni,32,32,361,32,303,12024,335,
kenett,32,32,255,138,219,12108,357,
fe,32,32,86,307,0,12327,307,
rw,32,33,391,2,772,11555,774,
goni,32,33,361,32,319,12008,351,
kenett,32,33,265,128,209,12118,337,
fe,32,33,88,305,0,12327,305,
rw,32,34,391,2,790,11537,792,
goni,32,34,363,30,327,12000,357,
kenett,32,34,260,133,214,12113,347,
fe,32,34,90,303,0,12327,303,
rw,32,35,391,2,810,11517,812,
goni,32,35,367,26,325,12002,351,
kenett,32,35,257,136,217,12110,353,
fe,32,35,92,301,0,12327,301,
rw,32,36,392,1,825,11502,826,
goni,32,36,367,26,328,11999,354,
kenett,32,36,254,139,220,12107,359,
fe,32,36,92,301,0,12327,301,
rw,32,37,392,1,841,11486,842,
goni,32,37,366,27,331,11996,358,
kenett,32,37,263,130,211,12116,341,
fe,32,37,95,298,0,12327,298,
rw,32,38,392,1,862,11465,863,
goni,32,38,368,25,344,11983,369,
kenett,32,38,266,127,208,12119,335,
fe,32,38,97,296,0,12327,296,
rw,32,39,392,1,877,11450,878,
goni,32,39,370,23,351,11976,374,
kenett,32,39,259,134,215,12112,349,
fe,32,39,100,293,0,12327,293,
rw,32,40,392,1,902,11425,903,
goni,32,40,372,21,352,11975,373,
kenett,32,40,264,129,210,12117,339,
fe,32,40,102,291,0,12327,291,
rw,32,41,392,1,917,11410,918,
goni,32,41,372,21,361,11966,382,
kenett,32,41,267,126,207,12120,333,
fe,32,41,103,290,0,12327,290,
rw,32,42,392,1,931,11396,932,
goni,32,42,373,20,367,11960,387,
kenett,32,42,266,127,208,12119,335,
fe,32,42,106,287,0,12327,287,
rw,32,43,392,1,952,11375,953,
goni,32,43,375,18,371,11956,389,
kenett,32,43,266,127,208,12119,335,
fe,32,43,108,285,0,12327,285,
rw,32,44,392,1,971,11356,972,
goni,32,44,376,17,384,11943,401,
kenett,32,44,264,129,210,12117,339,
fe,32,44,111,282,0,12327,282,
rw,32,45,392,1,983,11344,984,
goni,32,45,377,16,391,11936,407,
kenett,32,45,261,132,213,12114,345,
fe,32,45,113,280,0,12327,280,
rw,32,46,392,1,999,11328,1000,
goni,32,46,377,16,398,11929,414,
kenett,32,46,269,124,205,12122,329,
fe,32,46,115,278,0,12327,278,
rw,32,47,392,1,1019,11308,1020,
goni,32,47,376,17,402,11925,419,
kenett,32,47,271,122,203,12124,325,
fe,32,47,117,276,0,12327,276,
rw,32,48,392,1,1037,11290,1038,
goni,32,48,376,17,408,11919,425,
kenett,32,48,273,120,201,12126,321,
fe,32,48,119,274,0,12327,274,
rw,32,49,392,1,1050,11277,1051,
goni,32,49,378,15,414,11913,429,
kenett,32,49,275,118,199,12128,317,
fe,32,49,122,271,0,12327,271,
rw,32,50,392,1,1076,11251,1077,
goni,32,50,379,14,423,11904,437,
kenett,32,50,281,112,193,12134,305,
fe,32,50,125,268,0,12327,268,
rw,33,1,76,317,20,12307,337,
goni,33,1,12,381,2,12325,383,
kenett,33,1,11,382,205,12122,587,
fe,33,1,2,391,0,12327,391,
rw,33,2,128,265,47,12280,312,
goni,33,2,47,346,7,12320,353,
kenett,33,2,13,380,305,12022,685,
fe,33,2,5,388,0,12327,388,
rw,33,3,173,220,71,12256,291,
goni,33,3,75,318,14,12313,332,
kenett,33,3,12,381,363,11964,744,
fe,33,3,8,385,0,12327,385,
rw,33,4,214,179,103,12224,282,
goni,33,4,90,303,34,12293,337,
kenett,33,4,19,374,398,11929,772,
fe,33,4,11,382,0,12327,382,
rw,33,5,238,155,133,12194,288,
goni,33,5,114,279,48,12279,327,
kenett,33,5,18,375,414,11913,789,
fe,33,5,14,379,0,12327,379,
rw,33,6,265,128,158,12169,286,
goni,33,6,144,249,56,12271,305,
kenett,33,6,15,378,432,11895,810,
fe,33,6,17,376,0,12327,376,
rw,33,7,280,113,185,12142,298,
goni,33,7,161,232,76,12251,308,
kenett,33,7,18,375,438,11889,813,
fe,33,7,19,374,0,12327,374,
rw,33,8,298,95,224,12103,319,
goni,33,8,179,214,93,12234,307,
kenett,33,8,15,378,450,11877,828,
fe,33,8,22,371,0,12327,371,
rw,33,9,312,81,258,12069,339,
goni,33,9,197,196,92,12235,288,
kenett,33,9,18,375,447,11880,822,
fe,33,9,25,368,0,12327,368,
rw,33,10,323,70,286,12041,356,
goni,33,10,213,180,109,12218,289,
kenett,33,10,26,367,439,11888,806,
fe,33,10,28,365,0,12327,365,
rw,33,11,333,60,309,12018,369,
goni,33,11,222,171,111,12216,282,
kenett,33,11,19,374,446,11881,820,
fe,33,11,31,362,0,12327,362,
rw,33,12,343,50,329,11998,379,
goni,33,12,245,148,128,12199,276,
kenett,33,12,21,372,444,11883,816,
fe,33,12,34,359,0,12327,359,
rw,33,13,351,42,353,11974,395,
goni,33,13,256,137,134,12193,271,
kenett,33,13,49,344,422,11905,766,
fe,33,13,37,356,0,12327,356,
rw,33,14,358,35,384,11943,419,
goni,33,14,265,128,139,12188,267,
kenett,33,14,197,196,277,12050,473,
fe,33,14,39,354,0,12327,354,
rw,33,15,363,30,411,11916,441,
goni,33,15,268,125,137,12190,262,
kenett,33,15,201,192,273,12054,465,
fe,33,15,41,352,0,12327,352,
rw,33,16,367,26,434,11893,460,
goni,33,16,280,113,146,12181,259,
kenett,33,16,220,173,254,12073,427,
fe,33,16,44,349,0,12327,349,
rw,33,17,370,23,461,11866,484,
goni,33,17,290,103,150,12177,253,
kenett,33,17,216,177,258,12069,435,
fe,33,17,46,347,0,12327,347,
rw,33,18,376,17,483,11844,500,
goni,33,18,300,93,163,12164,256,
kenett,33,18,225,168,249,12078,417,
fe,33,18,48,345,0,12327,345,
rw,33,19,378,15,501,11826,516,
goni,33,19,317,76,170,12157,246,
kenett,33,19,224,169,250,12077,419,
fe,33,19,51,342,0,12327,342,
rw,33,20,379,14,526,11801,540,
goni,33,20,323,70,179,12148,249,
kenett,33,20,221,172,253,12074,425,
fe,33,20,54,339,0,12327,339,
rw,33,21,382,11,551,11776,562,
goni,33,21,329,64,194,12133,258,
kenett,33,21,228,165,246,12081,411,
fe,33,21,57,336,0,12327,336,
rw,33,22,383,10,567,11760,577,
goni,33,22,334,59,204,12123,263,
kenett,33,22,225,168,249,12078,417,
fe,33,22,59,334,0,12327,334,
rw,33,23,384,9,584,11743,593,
goni,33,23,336,57,211,12116,268,
kenett,33,23,233,160,241,12086,401,
fe,33,23,62,331,0,12327,331,
rw,33,24,384,9,601,11726,610,
goni,33,24,339,54,215,12112,269,
kenett,33,24,238,155,236,12091,391,
fe,33,24,65,328,0,12327,328,
rw,33,25,386,7,622,11705,629,
goni,33,25,347,46,231,12096,277,
kenett,33,25,251,142,223,12104,365,
fe,33,25,67,326,0,12327,326,
rw,33,26,387,6,642,11685,648,
goni,33,26,346,47,232,12095,279,
kenett,33,26,251,142,223,12104,365,
fe,33,26,70,323,0,12327,323,
rw,33,27,387,6,668,11659,674,
goni,33,27,350,43,237,12090,280,
kenett,33,27,243,150,231,12096,381,
fe,33,27,73,320,0,12327,320,
rw,33,28,387,6,689,11638,695,
goni,33,28,357,36,250,12077,286,
kenett,33,28,251,142,223,12104,365,
fe,33,28,76,317,0,12327,317,
rw,33,29,390,3,704,11623,707,
goni,33,29,356,37,258,12069,295,
kenett,33,29,251,142,223,12104,365,
fe,33,29,78,315,0,12327,315,
rw,33,30,391,2,726,11601,728,
goni,33,30,358,35,275,12052,310,
kenett,33,30,254,139,220,12107,359,
fe,33,30,80,313,0,12327,313,
rw,33,31,391,2,748,11579,750,
goni,33,31,362,31,283,12044,314,
kenett,33,31,260,133,214,12113,347,
fe,33,31,83,310,0,12327,310,
rw,33,32,391,2,768,11559,770,
goni,33,32,361,32,279,12048,311,
kenett,33,32,262,131,212,12115,343,
fe,33,32,86,307,0,12327,307,
rw,33,33,391,2,783,11544,785,
goni,33,33,362,31,287,12040,318,
kenett,33,33,268,125,206,12121,331,
fe,33,33,89,304,0,12327,304,
rw,33,34,392,1,803,11524,804,
goni,33,34,363,30,294,12033,324,
kenett,33,34,267,126,207,12120,333,
fe,33,34,91,302,0,12327,302,
rw,33,35,392,1,823,11504,824,
goni,33,35,365,28,302,12025,330,
kenett,33,35,264,129,210,12117,339,
fe,33,35,93,300,0,12327,300,
rw,33,36,392,1,846,11481,847,
goni,33,36,366,27,311,12016,338,
kenett,33,36,262,131,212,12115,343,
fe,33,36,94,299,0,12327,299,
rw,33,37,393,0,855,11472,855,
goni,33,37,369,24,313,12014,337,
kenett,33,37,269,124,205,12122,329,
fe,33,37,97,296,0,12327,296,
rw,33,38,393,0,875,11452,875,
goni,33,38,372,21,317,12010,338,
kenett,33,38,275,118,199,12128,317,
fe,33,38,100,293,0,12327,293,
rw,33,39,393,0,892,11435,892,
goni,33,39,375,18,322,12005,340,
kenett,33,39,275,118,199,12128,317,
fe,33,39,102,291,0,12327,291,
rw,33,40,393,0,907,11420,907,
goni,33,40,377,16,330,11997,346,
kenett,33,40,275,118,199,12128,317,
fe,33,40,105,288,0,12327,288,
rw,33,41,393,0,925,11402,925,
goni,33,41,381,12,337,11990,349,
kenett,33,41,283,110,191,12136,301,
fe,33,41,106,287,0,12327,287,
rw,33,42,393,0,942,11385,942,
goni,33,42,381,12,350,11977,362,
kenett,33,42,274,119,200,12127,319,
fe,33,42,107,286,0,12327,286,
rw,33,43,393,0,961,11366,961,
goni,33,43,382,11,365,11962,376,
kenett,33,43,271,122,203,12124,325,
fe,33,43,109,284,0,12327,284,
rw,33,44,393,0,979,11348,979,
goni,33,44,381,12,370,11957,382,
kenett,33,44,272,121,202,12125,323,
fe,33,44,111,282,0,12327,282,
rw,33,45,393,0,991,11336,991,
goni,33,45,382,11,379,11948,390,
kenett,33,45,273,120,201,12126,321,
fe,33,45,112,281,0,12327,281,
rw,33,46,393,0,1004,11323,1004,
goni,33,46,381,12,397,11930,409,
kenett,33,46,275,118,199,12128,317,
fe,33,46,114,279,0,12327,279,
rw,33,47,393,0,1017,11310,1017,
goni,33,47,382,11,395,11932,406,
kenett,33,47,278,115,196,12131,311,
fe,33,47,117,276,0,12327,276,
rw,33,48,393,0,1032,11295,1032,
goni,33,48,382,11,401,11926,412,
kenett,33,48,276,117,198,12129,315,
fe,33,48,119,274,0,12327,274,
rw,33,49,393,0,1050,11277,1050,
goni,33,49,383,10,407,11920,417,
kenett,33,49,273,120,201,12126,321,
fe,33,49,121,272,0,12327,272,
rw,33,50,393,0,1071,11256,1071,
goni,33,50,383,10,406,11921,416,
kenett,33,50,273,120,201,12126,321,
fe,33,50,122,271,0,12327,271,
rw,34,1,62,331,38,12289,369,
goni,34,1,8,385,2,12325,387,
kenett,34,1,11,382,208,12119,590,
fe,34,1,3,390,0,12327,390,
rw,34,2,119,274,72,12255,346,
goni,34,2,25,368,6,12321,374,
kenett,34,2,10,383,332,11995,715,
fe,34,2,6,387,0,12327,387,
rw,34,3,158,235,107,12220,342,
goni,34,3,58,335,15,12312,350,
kenett,34,3,10,383,395,11932,778,
fe,34,3,9,384,0,12327,384,
rw,34,4,194,199,129,12198,328,
goni,34,4,90,303,26,12301,329,
kenett,34,4,9,384,417,11910,801,
fe,34,4,12,381,0,12327,381,
rw,34,5,224,169,157,12170,326,
goni,34,5,122,271,39,12288,310,
kenett,34,5,12,381,432,11895,813,
fe,34,5,15,378,0,12327,378,
rw,34,6,259,134,190,12137,324,
goni,34,6,144,249,46,12281,295,
kenett,34,6,18,375,441,11886,816,
fe,34,6,18,375,0,12327,375,
rw,34,7,277,116,225,12102,341,
goni,34,7,166,227,56,12271,283,
kenett,34,7,18,375,441,11886,816,
